"","Year","Set.ID","Site","Area","Valid.hooks","Avg.depth..m.","Lat..N.","Lon..W.","Lat..DD.DDDDD.","Lon..DDD.DDDDD.","SiteSheetID","NumSim"
"455",2008,"08-01-05-060",16,"Fourteen Mile Bank",75,55.7,"33 23.840","117 59.864",33.397333,-117.997733,569,0
"456",2008,"08-01-01-028",168,"Harrison Reef",75,58.8,"33 59.597","119 03.148",33.993283,-119.052467,570,2
"457",2008,"08-01-05-061",5,"Fourteen Mile Bank",75,66.8,"33 23.659","117 59.871",33.394317,-117.99785,571,0
"458",2008,"08-01-05-062",15,"Fourteen Mile Bank",75,66.9,"33 23.835","118 00.134",33.39725,-118.002233,572,0
"459",2008,"08-01-05-063",66,"Catalina Island",75,44.6,"33 18.051","118 18.077",33.30085,-118.301283,573,0
"460",2008,"08-01-05-064",77,"Catalina Island",73,84,"33 17.119","118 20.504",33.285317,-118.341733,574,0
"461",2008,"08-01-01-029",167,"Harrison Reef",74,70,"33 59.679","119 03.251",33.99465,-119.054183,575,0
"462",2008,"08-01-01-006",154,"Point Conception/Arguello",71,76.6,"34 25.850","120 33.264",34.430833,-120.5544,576,4
"463",2008,"08-01-05-066",59,"Catalina Island",74,42.7,"33 25.348","118 23.114",33.422467,-118.385233,577,0
"464",2008,"08-01-01-030",162,"Harrison Reef",75,48.3,"34 00.450","119 02.474",34.0075,-119.041233,578,0
"465",2008,"08-01-05-067",54,"Catalina Island",75,36.1,"33 27.813","118 30.538",33.46355,-118.508967,579,0
"466",2008,"08-01-05-068",52,"Catalina Island",75,97.5,"33 28.904","118 38.652",33.481733,-118.6442,580,10
"467",2008,"08-01-05-069",315,"San Pedro Bay",75,45.6,"33 35.990","118 15.910",33.599833,-118.265167,581,0
"468",2008,"08-01-01-031",157,"Harrison Reef",75,47.6,"34 00.336","119 01.522",34.0056,-119.025367,582,3
"469",2008,"08-01-01-009",181,"San Miguel Island",73,65.9,"34 05.647","120 34.385",34.094117,-120.573083,583,5
"470",2008,"08-01-01-008",180,"San Miguel Island",60,39,"34 08.488","120 33.928",34.141467,-120.565467,584,0
"471",2008,"08-01-01-010",184,"San Miguel Island",72,67.9,"34 03.553","120 33.158",34.059217,-120.552633,585,0
"472",2008,"08-01-01-007",367,"Point Conception/Arguello",70,64.6,"34 25.559","120 32.669",34.425983,-120.544483,586,11
"473",2008,"08-01-01-011",287,"Santa Rosa Island",70,48.6,"34 05.674","120 15.738",34.094567,-120.2623,587,6
"474",2008,"08-01-01-012",398,"Santa Rosa Island",75,42.8,"34 05.430","120 14.550",34.0905,-120.2425,588,0
"475",2008,"08-01-01-013",402,"Santa Rosa Island",69,49,"34 05.833","120 05.503",34.097217,-120.091717,589,3
"476",2008,"08-01-01-014",399,"Santa Rosa Island",75,50.3,"34 05.643","120 05.992",34.09405,-120.099867,590,0
"477",2009,"09-01-05-001",137,"San Clemente Island",75,82.6,"32 42.971","118 24.277",32.716183,-118.404617,595,1
"478",2009,"09-01-05-002",136,"San Clemente Island",75,91.5,"32 43.418","118 27.403",32.723633,-118.456717,596,24
"479",2009,"09-01-01-001",130,"San Clemente Island",74,42.9,"32 45.730","118 24.937",32.762167,-118.415617,597,4
"480",2009,"09-01-01-002",114,"San Clemente Island",75,45,"32 52.435","118 31.788",32.873917,-118.5298,598,0
"481",2009,"09-01-01-003",109,"San Clemente Island",75,23.7,"32 53.020","118 31.790",32.883667,-118.529833,599,0
"482",2009,"09-01-01-004",101,"San Clemente Island",70,45.7,"32 59.430","118 37.360",32.9905,-118.622667,600,0
"483",2009,"09-01-01-005",97,"San Clemente Island",75,51.1,"33 03.799","118 37.092",33.063317,-118.6182,601,0
"484",2009,"09-01-01-006",24,"Sixty Mile Bank",72,86.1,"32 04.570","118 15.640",32.076167,-118.260667,602,0
"485",2009,"09-01-01-007",22,"Sixty Mile Bank",74,56.4,"32 05.240","118 15.530",32.087333,-118.258833,603,0
"486",2009,"09-01-01-008",18,"Sixty Mile Bank",75,78.7,"32 05.648","118 14.620",32.094133,-118.243667,604,0
"487",2009,"09-01-01-009",21,"Sixty Mile Bank",73,76.9,"32 05.421","118 14.084",32.09035,-118.234733,605,0
"488",2009,"09-01-01-010",29,"Sixty Mile Bank",74,67,"32 01.368","118 12.791",32.0228,-118.213183,606,0
"489",2009,"09-01-01-011",31,"Sixty Mile Bank",67,75,"32 01.134","118 12.986",32.0189,-118.216433,607,4
"490",2009,"09-01-01-013",298,"South Coast",75,42.7,"32 36.660","117 17.068",32.611,-117.284467,608,0
"491",2009,"09-01-01-014",36,"Nine Mile Bank",75,66.1,"32 34.180","117 20.780",32.569667,-117.346333,609,0
"492",2009,"09-01-01-015",35,"Nine Mile Bank",75,78.7,"32 34.950","117 21.310",32.5825,-117.355167,610,13
"493",2009,"09-01-01-016",291,"South Coast",75,46.4,"32 56.086","117 18.871",32.934767,-117.314517,611,4
"494",2009,"09-01-01-017",379,"South Coast",75,46.1,"33 02.847","117 21.028",33.04745,-117.350467,612,0
"495",2009,"09-01-01-018",389,"Central Coast",75,44.5,"33 15.509","117 32.869",33.258483,-117.547817,613,3
"496",2009,"09-01-01-019",92,"Central Coast",75,50.7,"33 15.498","117 33.103",33.2583,-117.551717,614,18
"497",2009,"09-01-01-020",84,"Central Coast",75,55.3,"33 32.456","117 49.925",33.540933,-117.832083,615,0
"498",2009,"09-01-01-021",395,"Central Coast",75,54.8,"33 33.257","117 51.177",33.554283,-117.85295,616,0
"499",2009,"09-01-01-022",6,"Fourteen Mile Bank",75,98,"33 24.314","117 59.560",33.405233,-117.992667,617,0
"500",2009,"09-01-01-023",5,"Fourteen Mile Bank",75,67.4,"33 23.659","117 59.871",33.394317,-117.99785,618,0
"501",2009,"09-01-01-024",66,"Catalina Island",75,44.7,"33 18.051","118 18.077",33.30085,-118.301283,619,0
"502",2009,"09-01-01-025",59,"Catalina Island",75,46.1,"33 25.348","118 23.114",33.422467,-118.385233,620,0
"503",2009,"09-01-01-026",54,"Catalina Island",75,37.8,"33 27.813","118 30.538",33.46355,-118.508967,621,0
"504",2009,"09-01-01-028",315,"San Pedro Bay",75,45.3,"33 35.990","118 15.910",33.599833,-118.265167,622,0
"505",2009,"09-01-01-029",317,"San Pedro Bay",75,43.7,"33 35.740","118 15.490",33.595667,-118.258167,623,0
"506",2009,"09-01-05-003",380,"San Clemente Island",70,58.6,"32 44.441","118 24.311",32.740683,-118.405183,624,3
"507",2009,"09-01-05-004",133,"San Clemente Island",75,53,"32 44.658","118 24.674",32.7443,-118.411233,625,0
"508",2009,"09-01-05-005",130,"San Clemente Island",75,45.7,"32 45.730","118 24.937",32.762167,-118.415617,626,0
"509",2009,"09-01-05-006",377,"Sixty Mile Bank",69,69.9,"32 04.063","118 14.577",32.067717,-118.24295,627,0
"510",2009,"09-01-05-007",27,"Sixty Mile Bank",75,69.2,"32 04.340","118 14.633",32.072333,-118.243883,628,1
"511",2009,"09-01-05-008",17,"Sixty Mile Bank",69,88.2,"32 06.121","118 13.807",32.102017,-118.230117,629,0
"512",2009,"09-01-05-009",418,"125 Bank",74,127.3,"32 44.479","117 47.960",32.741317,-117.799333,630,0
"513",2009,"09-01-05-010",405,"Nine Mile Bank",75,82,"32 34.840","117 22.589",32.580667,-117.376483,631,1
"514",2009,"09-01-05-011",33,"Nine Mile Bank",69,71.7,"32 36.820","117 23.950",32.613667,-117.399167,632,0
"515",2009,"09-01-05-012",293,"South Coast",75,29,"32 48.367","117 19.061",32.806117,-117.317683,633,0
"516",2009,"09-01-05-013",292,"South Coast",75,42.3,"32 48.786","117 20.205",32.8131,-117.33675,634,0
"517",2009,"09-01-05-014",289,"South Coast",75,51.5,"33 07.236","117 21.262",33.1206,-117.354367,635,0
"518",2009,"09-01-05-015",390,"Central Coast",75,42,"33 16.872","117 34.670",33.2812,-117.577833,636,1
"519",2009,"09-01-05-016",391,"Central Coast",75,80.2,"33 23.644","117 41.110",33.394067,-117.685167,637,0
"520",2009,"09-01-05-017",2,"Fourteen Mile Bank",75,70.6,"33 23.771","117 59.507",33.396183,-117.991783,638,0
"521",2009,"09-01-05-018",16,"Fourteen Mile Bank",75,56.2,"33 23.840","117 59.864",33.397333,-117.997733,639,0
"522",2009,"09-01-05-019",15,"Fourteen Mile Bank",75,65.6,"33 23.835","118 00.134",33.39725,-118.002233,640,0
"523",2009,"09-01-05-020",11,"Fourteen Mile Bank",65,61.6,"33 24.145","118 00.293",33.402417,-118.004883,641,0
"524",2009,"09-01-05-021",326,"San Pedro Bay",75,45.4,"33 34.340","118 08.530",33.572333,-118.142167,642,0
"525",2009,"09-01-05-022",318,"San Pedro Bay",75,42.5,"33 35.140","118 13.720",33.585667,-118.228667,643,0
"526",2009,"09-01-05-023",79,"Catalina Island",75,82.4,"33 16.819","118 19.196",33.280317,-118.319933,644,3
"527",2009,"09-01-05-024",77,"Catalina Island",74,81.9,"33 17.119","118 20.504",33.285317,-118.341733,645,2
"528",2009,"09-01-05-025",71,"Catalina Island",75,44,"33 17.853","118 22.625",33.29755,-118.377083,646,0
"529",2009,"09-01-05-026",68,"Catalina Island",75,42.2,"33 18.000","118 23.842",33.3,-118.397367,647,0
"530",2009,"09-01-05-027",62,"Catalina Island",75,39.2,"33 20.913","118 31.362",33.34855,-118.5227,648,1
"531",2009,"09-01-05-028",52,"Catalina Island",75,98.4,"33 28.904","118 38.652",33.481733,-118.6442,649,1
"532",2009,"09-01-01-031",149,"Point Conception/Arguello",73,60.5,"34 28.096","120 37.672",34.468267,-120.627867,650,2
"533",2009,"09-01-01-032",374,"Point Conception/Arguello",75,52.2,"34 29.084","120 37.053",34.484733,-120.61755,651,5
"534",2009,"09-01-01-033",148,"Point Conception/Arguello",75,60.7,"34 28.791","120 39.436",34.47985,-120.657267,652,2
"535",2009,"09-01-01-034",140,"Point Conception/Arguello",64,55.6,"34 30.302","120 41.483",34.505033,-120.691383,653,0
"536",2009,"09-01-01-035",145,"Point Conception/Arguello",72,89.6,"34 29.868","120 43.056",34.4978,-120.7176,654,0
"537",2009,"09-01-01-036",139,"Point Conception/Arguello",75,56.5,"34 31.727","120 43.182",34.528783,-120.7197,655,0
"538",2009,"09-01-01-027",304,"San Pedro Bay",20,32.7,"33 39.810","118 16.550",33.6635,-118.275833,656,0
"539",2009,"09-01-01-037",189,"Santa Barbara",75,44.5,"34 23.646","119 58.808",34.3941,-119.980133,657,9
"540",2009,"09-01-01-038",209,"Santa Barbara Channel",75,93.7,"34 12.064","119 37.907",34.201067,-119.631783,658,2
"541",2009,"09-01-01-039",215,"Santa Barbara Channel",74,87,"34 11.786","119 34.743",34.196433,-119.57905,659,5
"542",2009,"09-01-01-040",217,"Santa Barbara Channel",74,56.1,"34 11.209","119 31.159",34.186817,-119.519317,660,0
"543",2009,"09-01-01-041",45,"Anacapa Island",70,55.7,"34 01.497","119 19.014",34.02495,-119.3169,661,0
"544",2009,"09-01-01-042",48,"Anacapa Island",70,71.4,"33 57.667","119 28.964",33.961117,-119.482733,662,1
"545",2009,"09-01-01-043",413,"Anacapa Island",70,59.4,"33 57.809","119 29.329",33.963483,-119.488817,663,0
"546",2009,"09-01-01-044",229,"Anacapa Island",75,60.6,"33 57.920","119 29.507",33.965333,-119.491783,665,6
"547",2009,"09-01-01-045",232,"Santa Cruz Island",74,112.3,"33 56.451","119 39.010",33.94085,-119.650167,666,2
"548",2009,"09-01-01-046",383,"Santa Cruz Island",75,44.6,"33 56.520","119 40.540",33.942,-119.675667,667,0
"549",2009,"09-01-01-047",333,"Santa Rosa Flats",75,73,"33 52.912","119 54.907",33.881867,-119.915117,668,10
"550",2009,"09-01-01-048",182,"San Miguel Island",69,70.8,"34 05.049","120 34.519",34.08415,-120.575317,669,1
"551",2009,"09-01-01-049",181,"San Miguel Island",75,67.6,"34 05.647","120 34.385",34.094117,-120.573083,670,4
"552",2009,"09-01-01-050",180,"San Miguel Island",75,39.1,"34 08.488","120 33.928",34.141467,-120.565467,671,0
"553",2009,"09-01-01-051",287,"Santa Rosa Island",75,49.4,"34 05.674","120 15.738",34.094567,-120.2623,672,4
"554",2009,"09-01-01-052",398,"Santa Rosa Island",69,43.2,"34 05.430","120 14.550",34.0905,-120.2425,673,2
"555",2009,"09-01-01-053",399,"Santa Rosa Island",75,50.7,"34 05.643","120 05.992",34.09405,-120.099867,675,0
"556",2009,"09-01-01-054",402,"Santa Rosa Island",75,48.2,"34 05.833","120 05.503",34.097217,-120.091717,676,2
"557",2009,"09-01-01-055",346,"Santa Rosa Flats",71,88,"33 45.058","120 04.471",33.750967,-120.074517,677,0
"558",2009,"09-01-01-056",350,"Santa Rosa Flats",62,108.3,"33 42.910","120 03.200",33.715167,-120.053333,678,0
"559",2009,"09-01-01-057",352,"Santa Rosa Flats",70,68.5,"33 42.778","119 57.768",33.712967,-119.9628,679,0
"560",2009,"09-01-01-058",414,"Santa Rosa Flats",74,76.6,"33 41.915","119 53.201",33.698583,-119.886683,680,0
"561",2009,"09-01-01-059",385,"Santa Rosa Flats",75,77.6,"33 41.862","119 53.491",33.6977,-119.891517,681,11
"562",2009,"09-01-01-060",234,"Santa Monica Bay",75,24.5,"34 00.420","118 39.330",34.007,-118.6555,682,0
"563",2009,"09-01-05-030",152,"Point Conception/Arguello",75,47.4,"34 26.490","120 31.880",34.4415,-120.531333,683,0
"564",2009,"09-01-05-031",367,"Point Conception/Arguello",75,65.2,"34 25.559","120 32.669",34.425983,-120.544483,684,18
"565",2009,"09-01-05-032",154,"Point Conception/Arguello",75,74,"34 25.850","120 33.264",34.430833,-120.5544,685,9
"566",2009,"09-01-05-033",151,"Point Conception/Arguello",75,62.1,"34 27.981","120 37.482",34.46635,-120.6247,686,19
"567",2009,"09-01-05-034",147,"Point Conception/Arguello",71,63,"34 29.873","120 41.818",34.497883,-120.696967,687,1
"568",2009,"09-01-05-035",146,"Point Conception/Arguello",75,55.1,"34 30.013","120 40.615",34.500217,-120.676917,688,5
"569",2009,"09-01-05-036",375,"Point Conception/Arguello",63,52.4,"34 30.030","120 40.190",34.5005,-120.669833,689,5
"570",2009,"09-01-05-037",197,"Santa Barbara",73,41,"34 25.777","120 12.895",34.429617,-120.214917,690,0
"571",2009,"09-01-05-038",187,"Santa Barbara",75,38.9,"34 25.916","120 08.434",34.431933,-120.140567,691,0
"572",2009,"09-01-05-039",193,"Santa Barbara",75,23.6,"34 20.955","119 38.290",34.34925,-119.638167,692,0
"573",2009,"09-01-05-040",200,"Santa Barbara Channel",75,57.2,"34 15.443","119 37.167",34.257383,-119.61945,693,0
"574",2009,"09-01-05-041",205,"Santa Barbara Channel",75,82.9,"34 13.510","119 42.230",34.225167,-119.703833,694,4
"575",2009,"09-01-05-045",228,"Anacapa Island",70,46.1,"33 58.901","119 29.578",33.981683,-119.492967,695,0
"576",2009,"09-01-05-042",40,"Anacapa Island",60,88.3,"34 02.407","119 17.667",34.040117,-119.29445,696,2
"577",2009,"09-01-05-043",43,"Anacapa Island",70,92.3,"34 02.226","119 17.935",34.0371,-119.298917,697,5
"578",2009,"09-01-05-044",226,"Santa Cruz Island",75,34.9,"34 02.371","119 30.784",34.039517,-119.513067,698,0
"579",2009,"09-01-05-046",231,"Santa Cruz Island",75,86.3,"33 56.434","119 39.518",33.940567,-119.658633,699,0
"580",2009,"09-01-05-047",233,"Santa Cruz Island",75,48.9,"33 56.193","119 41.583",33.93655,-119.69305,700,8
"581",2009,"09-01-05-048",342,"Santa Rosa Flats",74,66.6,"33 46.347","119 53.049",33.77245,-119.88415,701,0
"582",2009,"09-01-05-062",252,"Santa Monica Bay",75,44.9,"33 55.189","118 33.022",33.919817,-118.550367,702,2
"583",2009,"09-01-05-063",277,"Santa Monica Bay",75,41.9,"33 52.760","118 35.107",33.879333,-118.585117,703,7
"584",2009,"09-01-05-049",184,"San Miguel Island",75,68.8,"34 03.553","120 33.158",34.059217,-120.552633,704,3
"585",2009,"09-01-05-050",185,"San Miguel Island",75,50.5,"34 02.395","120 30.622",34.039917,-120.510367,705,4
"586",2009,"09-01-05-051",186,"San Miguel Island",75,51.7,"34 01.989","120 29.882",34.03315,-120.498033,706,10
"587",2009,"09-01-05-052",365,"Santa Rosa Island",75,30.3,"34 03.581","119 59.290",34.059683,-119.988167,707,0
"588",2009,"09-01-05-053",396,"Santa Cruz Island",75,38.1,"34 03.506","119 42.583",34.058433,-119.709717,708,0
"589",2009,"09-01-05-054",397,"Santa Cruz Island",75,42.8,"34 03.526","119 42.293",34.058767,-119.704883,709,0
"590",2009,"09-01-05-056",162,"Harrison Reef",75,47.2,"34 00.450","119 02.474",34.0075,-119.041233,710,2
"591",2009,"09-01-05-057",157,"Harrison Reef",70,48.2,"34 00.336","119 01.522",34.0056,-119.025367,711,7
"592",2009,"09-01-05-058",167,"Harrison Reef",75,62.7,"33 59.679","119 03.251",33.99465,-119.054183,712,0
"593",2009,"09-01-05-059",168,"Harrison Reef",75,60.8,"33 59.597","119 03.148",33.993283,-119.052467,713,0
"594",2009,"09-01-05-060",243,"Santa Monica Bay",75,75.1,"33 58.789","118 39.624",33.979817,-118.6604,714,0
"595",2009,"09-01-05-061",249,"Santa Monica Bay",75,51.8,"33 55.905","118 33.418",33.93175,-118.556967,715,1
"596",2009,"09-01-01-012",299,"South Coast",75,23.5,"32 36.700","117 15.000",32.611667,-117.25,716,0
"597",2010,"10-01-05-001",149,"Point Conception/Arguello",75,60.4,"34 28.096","120 37.672",34.468267,-120.627867,717,10
"598",2010,"10-01-05-002",148,"Point Conception/Arguello",75,60,"34 28.791","120 39.436",34.47985,-120.657267,718,7
"599",2010,"10-01-05-003",140,"Point Conception/Arguello",74,54.2,"34 30.302","120 41.483",34.505033,-120.691383,719,0
"600",2010,"10-01-05-004",139,"Point Conception/Arguello",75,56.1,"34 31.727","120 43.182",34.528783,-120.7197,720,0
"601",2010,"10-01-05-005",145,"Point Conception/Arguello",60,89,"34 29.868","120 43.056",34.4978,-120.7176,721,0
"602",2010,"10-01-01-001",152,"Point Conception/Arguello",75,46.9,"34 26.490","120 31.880",34.4415,-120.531333,722,5
"603",2010,"10-01-01-002",367,"Point Conception/Arguello",74,66.5,"34 25.559","120 32.669",34.425983,-120.544483,723,21
"604",2010,"10-01-05-006",374,"Point Conception/Arguello",68,51.2,"34 29.084","120 37.053",34.484733,-120.61755,724,0
"605",2010,"10-01-05-008",181,"San Miguel Island",75,65.9,"34 05.647","120 34.385",34.094117,-120.573083,725,2
"606",2010,"10-01-05-009",182,"San Miguel Island",69,70.4,"34 05.049","120 34.519",34.08415,-120.575317,726,0
"607",2010,"10-01-05-010",185,"San Miguel Island",70,48.7,"34 02.395","120 30.622",34.039917,-120.510367,727,0
"608",2010,"10-01-05-011",287,"Santa Rosa Island",75,49.7,"34 05.674","120 15.738",34.094567,-120.2623,728,0
"609",2010,"10-01-05-012",399,"Santa Rosa Island",75,48.7,"34 05.643","120 05.992",34.09405,-120.099867,729,0
"610",2010,"10-01-05-013",402,"Santa Rosa Island",75,49.7,"34 05.833","120 05.503",34.097217,-120.091717,730,0
"611",2010,"10-01-05-015",346,"Santa Rosa Flats",74,89.6,"33 45.058","120 04.471",33.750967,-120.074517,731,0
"612",2010,"10-01-05-016",350,"Santa Rosa Flats",75,99.5,"33 42.910","120 03.200",33.715167,-120.053333,732,1
"613",2010,"10-01-05-017",352,"Santa Rosa Flats",65,68.4,"33 42.778","119 57.768",33.712967,-119.9628,733,0
"614",2010,"10-01-05-018",233,"Santa Cruz Island",75,48.8,"33 56.193","119 41.583",33.93655,-119.69305,734,1
"615",2010,"10-01-05-019",383,"Santa Cruz Island",75,45.6,"33 56.520","119 40.540",33.942,-119.675667,735,0
"616",2010,"10-01-05-021",231,"Santa Cruz Island",70,87.6,"33 56.434","119 39.518",33.940567,-119.658633,736,0
"617",2010,"10-01-01-003",154,"Point Conception/Arguello",75,72.9,"34 25.850","120 33.264",34.430833,-120.5544,737,3
"618",2010,"10-01-05-022",232,"Santa Cruz Island",75,111,"33 56.451","119 39.010",33.94085,-119.650167,738,0
"619",2010,"10-01-05-023",229,"Anacapa Island",75,56.9,"33 57.920","119 29.507",33.965333,-119.491783,739,2
"620",2010,"10-01-05-024",413,"Anacapa Island",70,53.6,"33 57.809","119 29.329",33.963483,-119.488817,740,1
"621",2010,"10-01-05-025",48,"Anacapa Island",70,70.1,"33 57.667","119 28.964",33.961117,-119.482733,741,0
"622",2010,"10-01-05-026",407,"Port Hueneme",75,44.2,"34 04.147","119 12.595",34.069117,-119.209917,742,0
"623",2010,"10-01-05-028",187,"Santa Barbara",75,38.6,"34 25.916","120 08.434",34.431933,-120.140567,743,2
"624",2010,"10-01-05-029",193,"Santa Barbara",75,23.8,"34 20.955","119 38.290",34.34925,-119.638167,744,0
"625",2010,"10-01-05-030",209,"Santa Barbara Channel",75,91.1,"34 12.064","119 37.907",34.201067,-119.631783,745,3
"626",2010,"10-01-05-031",215,"Santa Barbara Channel",75,87.3,"34 11.786","119 34.743",34.196433,-119.57905,746,1
"627",2010,"10-01-05-032",43,"Anacapa Island",75,93,"34 02.226","119 17.935",34.0371,-119.298917,747,4
"628",2010,"10-01-05-034",162,"Harrison Reef",75,48.7,"34 00.450","119 02.474",34.0075,-119.041233,748,1
"629",2010,"10-01-05-035",157,"Harrison Reef",75,48.2,"34 00.336","119 01.522",34.0056,-119.025367,749,5
"630",2010,"10-01-05-036",234,"Santa Monica Bay",74,26.2,"34 00.420","118 39.330",34.007,-118.6555,750,0
"631",2010,"10-01-05-037",252,"Santa Monica Bay",75,46.3,"33 55.189","118 33.022",33.919817,-118.550367,751,0
"632",2010,"10-01-05-038",418,"125 Bank",70,127,"32 44.479","117 47.960",32.741317,-117.799333,752,0
"633",2010,"10-01-05-039",136,"San Clemente Island",74,95.4,"32 43.418","118 27.403",32.723633,-118.456717,753,0
"634",2010,"10-01-05-040",130,"San Clemente Island",75,43.7,"32 45.730","118 24.937",32.762167,-118.415617,754,0
"635",2010,"10-01-05-041",22,"Sixty Mile Bank",75,54.9,"32 05.240","118 15.530",32.087333,-118.258833,755,0
"636",2010,"10-01-05-042",18,"Sixty Mile Bank",75,74.6,"32 05.648","118 14.620",32.094133,-118.243667,756,0
"637",2010,"10-01-05-043",21,"Sixty Mile Bank",75,75.4,"32 05.421","118 14.084",32.09035,-118.234733,757,0
"638",2010,"10-01-05-044",17,"Sixty Mile Bank",75,101.7,"32 06.121","118 13.807",32.102017,-118.230117,758,0
"639",2010,"10-01-05-045",405,"Nine Mile Bank",74,81.7,"32 34.840","117 22.589",32.580667,-117.376483,759,0
"640",2010,"10-01-05-046",36,"Nine Mile Bank",70,65.4,"32 34.180","117 20.780",32.569667,-117.346333,760,0
"641",2010,"10-01-05-047",298,"South Coast",75,42.5,"32 36.660","117 17.068",32.611,-117.284467,761,0
"642",2010,"10-01-05-048",299,"South Coast",75,23.6,"32 36.700","117 15.000",32.611667,-117.25,762,0
"643",2010,"10-01-05-049",291,"South Coast",75,47.5,"32 56.086","117 18.871",32.934767,-117.314517,763,0
"644",2010,"10-01-05-050",379,"South Coast",75,46.6,"33 02.847","117 21.028",33.04745,-117.350467,764,1
"645",2010,"10-01-05-051",389,"Central Coast",75,44.5,"33 15.509","117 32.869",33.258483,-117.547817,765,6
"646",2010,"10-01-05-052",84,"Central Coast",75,56.3,"33 32.456","117 49.925",33.540933,-117.832083,766,5
"647",2010,"10-01-05-053",395,"Central Coast",75,57.2,"33 33.257","117 51.177",33.554283,-117.85295,767,2
"648",2010,"10-01-05-054",6,"Fourteen Mile Bank",75,95,"33 24.314","117 59.560",33.405233,-117.992667,768,0
"649",2010,"10-01-05-055",2,"Fourteen Mile Bank",75,71.9,"33 23.771","117 59.507",33.396183,-117.991783,769,0
"650",2010,"10-01-05-056",5,"Fourteen Mile Bank",75,67.3,"33 23.659","117 59.871",33.394317,-117.99785,770,0
"651",2010,"10-01-05-057",16,"Fourteen Mile Bank",75,55.5,"33 23.840","117 59.864",33.397333,-117.997733,771,0
"652",2010,"10-01-05-058",66,"Catalina Island",75,45.9,"33 18.051","118 18.077",33.30085,-118.301283,772,0
"653",2010,"10-01-05-059",79,"Catalina Island",75,82.6,"33 16.819","118 19.196",33.280317,-118.319933,773,0
"654",2010,"10-01-05-060",109,"San Clemente Island",70,24.7,"32 53.020","118 31.790",32.883667,-118.529833,774,0
"655",2010,"10-01-05-061",114,"San Clemente Island",75,45.2,"32 52.435","118 31.788",32.873917,-118.5298,775,3
"656",2010,"10-01-05-062",119,"San Clemente Island",75,57,"32 49.940","118 31.288",32.832333,-118.521467,776,0
"657",2010,"10-01-05-063",59,"Catalina Island",75,42.3,"33 25.348","118 23.114",33.422467,-118.385233,777,0
"658",2010,"10-01-05-064",317,"San Pedro Bay",75,44.2,"33 35.740","118 15.490",33.595667,-118.258167,778,0
"659",2010,"10-01-05-065",304,"San Pedro Bay",75,40,"33 39.810","118 16.550",33.6635,-118.275833,779,0
"660",2010,"10-01-01-033",101,"San Clemente Island",75,43.8,"32 59.430","118 37.360",32.9905,-118.622667,780,0
"661",2010,"10-01-01-034",97,"San Clemente Island",75,48.1,"33 03.799","118 37.092",33.063317,-118.6182,781,0
"662",2010,"10-01-01-035",137,"San Clemente Island",74,84.8,"32 42.971","118 24.277",32.716183,-118.404617,782,15
"663",2010,"10-01-01-036",380,"San Clemente Island",75,62,"32 44.441","118 24.311",32.740683,-118.405183,783,4
"664",2010,"10-01-01-004",147,"Point Conception/Arguello",75,63.7,"34 29.873","120 41.818",34.497883,-120.696967,784,0
"665",2010,"10-01-01-005",146,"Point Conception/Arguello",75,54,"34 30.013","120 40.615",34.500217,-120.676917,785,0
"666",2010,"10-01-01-006",375,"Point Conception/Arguello",73,52.6,"34 30.030","120 40.190",34.5005,-120.669833,786,6
"667",2010,"10-01-01-007",151,"Point Conception/Arguello",74,61.8,"34 27.981","120 37.482",34.46635,-120.6247,787,12
"668",2010,"10-01-01-037",133,"San Clemente Island",75,55.1,"32 44.658","118 24.674",32.7443,-118.411233,788,1
"669",2010,"10-01-01-038",24,"Sixty Mile Bank",75,102,"32 04.570","118 15.640",32.076167,-118.260667,789,0
"670",2010,"10-01-01-039",27,"Sixty Mile Bank",75,70.9,"32 04.340","118 14.633",32.072333,-118.243883,790,0
"671",2010,"10-01-01-040",377,"Sixty Mile Bank",70,71.9,"32 04.063","118 14.577",32.067717,-118.24295,791,0
"672",2010,"10-01-01-041",29,"Sixty Mile Bank",75,73.7,"32 01.368","118 12.791",32.0228,-118.213183,792,0
"673",2010,"10-01-01-042",31,"Sixty Mile Bank",65,82.7,"32 01.134","118 12.986",32.0189,-118.216433,793,0
"674",2010,"10-01-01-043",35,"Nine Mile Bank",75,77.9,"32 34.950","117 21.310",32.5825,-117.355167,794,1
"675",2010,"10-01-01-044",33,"Nine Mile Bank",75,73.1,"32 36.820","117 23.950",32.613667,-117.399167,795,7
"676",2010,"10-01-01-045",293,"South Coast",75,28.4,"32 48.367","117 19.061",32.806117,-117.317683,796,0
"677",2010,"10-01-01-046",292,"South Coast",75,41.8,"32 48.786","117 20.205",32.8131,-117.33675,797,0
"678",2010,"10-01-01-047",289,"South Coast",75,63.1,"33 07.236","117 21.262",33.1206,-117.354367,798,0
"679",2010,"10-01-01-048",92,"Central Coast",75,52.5,"33 15.498","117 33.103",33.2583,-117.551717,799,5
"680",2010,"10-01-01-050",391,"Central Coast",75,79.6,"33 23.644","117 41.110",33.394067,-117.685167,801,7
"681",2010,"10-01-01-049",390,"Central Coast",75,42.5,"33 16.872","117 34.670",33.2812,-117.577833,802,0
"682",2010,"10-01-01-051",15,"Fourteen Mile Bank",65,66.6,"33 23.835","118 00.134",33.39725,-118.002233,803,0
